from,to,source_essential,target_essential,edge_type
cshB,rpsD,y,n,E-N
SPD_1711,rpsD,n,n,N-N
cshA,rpsD,n,n,N-N
efp,rpsD,y,n,E-N
nusG,rpsD,n,n,N-N
rpmJ,rpsD,n,n,N-N
infA,rpsD,y,n,E-N
rpsF,rpsD,y,n,E-N
rpmC,rpsD,n,n,N-N
rplU,rpsD,n,n,N-N
rpmD,rpsD,n,n,N-N
rplP,rpsD,y,n,E-N
rplW,rpsD,n,n,N-N
rpsL,rpsD,y,n,E-N
ksgA,rpsD,n,n,N-N
rplT,rpsD,y,n,E-N
rpmA,rpsD,y,n,E-N
rpsJ,rpsD,y,n,E-N
rpmB,rpsD,y,n,E-N
rpmI,rpsD,n,n,N-N
yfiA,rpsD,n,n,N-N
rplM,rpsD,y,n,E-N
rplS,rpsD,n,n,N-N
rpsO,rpsD,n,n,N-N
SPD_0481,rpsD,n,n,N-N
rplV,rpsD,n,n,N-N
rplX,rpsD,n,n,N-N
rpsC,rpsD,y,n,E-N
rpsH,rpsD,y,n,E-N
rplE,rpsD,y,n,E-N
era,rpsK,n,y,N-E
rpsA,rpsK,n,y,N-E
rimM,rpsK,y,y,E-E
tuf,rpsK,y,y,E-E
smpB,rpsK,n,y,N-E
mraY,rpsK,y,y,E-E
ffh,rpsK,y,y,E-E
atpF,rpsK,y,y,E-E
infA,rpsK,y,y,E-E
rpsU,rpsK,n,y,N-E
rpsS,rpsK,y,y,E-E
rplD,rpsK,y,y,E-E
rplN,rpsK,y,y,E-E
rplQ,rpsK,y,y,E-E
rplJ,rpsK,y,y,E-E
rpsB,rpsK,n,y,N-E
rpsR,rpsK,y,y,E-E
rpmD,rpsK,n,y,N-E
rplP,rpsK,y,y,E-E
rplW,rpsK,n,y,N-E
rpsL,rpsK,y,y,E-E
rplC,rpsK,n,y,N-E
rpmE,rpsK,n,y,N-E
rpsI,rpsK,n,y,N-E
tsaD,rpsK,y,y,E-E
rpsP,rpsK,y,y,E-E
rplT,rpsK,y,y,E-E
rpsJ,rpsK,y,y,E-E
rpmB,rpsK,y,y,E-E
rpmI,rpsK,n,y,N-E
rpsO,rpsK,n,y,N-E
rplB,rpsK,y,y,E-E
rplV,rpsK,n,y,N-E
rplX,rpsK,n,y,N-E
rpsC,rpsK,y,y,E-E
rpsH,rpsK,y,y,E-E
rpsD,rpsK,n,y,N-E
efp,rpsM,y,y,E-E
tuf,rpsM,y,y,E-E
smpB,rpsM,n,y,N-E
tsf,rpsM,y,y,E-E
rpmJ,rpsM,n,y,N-E
atpF,rpsM,y,y,E-E
infA,rpsM,y,y,E-E
rpsF,rpsM,y,y,E-E
rpmC,rpsM,n,y,N-E
rplU,rpsM,n,y,N-E
rpsB,rpsM,n,y,N-E
rpsR,rpsM,y,y,E-E
rpmD,rpsM,n,y,N-E
rplP,rpsM,y,y,E-E
rplW,rpsM,n,y,N-E
rpsL,rpsM,y,y,E-E
rplC,rpsM,n,y,N-E
rpmE,rpsM,n,y,N-E
rpsI,rpsM,n,y,N-E
rpsP,rpsM,y,y,E-E
rpsJ,rpsM,y,y,E-E
rpmB,rpsM,y,y,E-E
rpmI,rpsM,n,y,N-E
yfiA,rpsM,n,y,N-E
rplM,rpsM,y,y,E-E
rplS,rpsM,n,y,N-E
rplB,rpsM,y,y,E-E
rplV,rpsM,n,y,N-E
rplX,rpsM,n,y,N-E
rpsC,rpsM,y,y,E-E
rplE,rpsM,y,y,E-E
rpsD,rpsM,n,y,N-E
rpsK,rpsM,y,y,E-E
rrmA,rpsE,n,y,N-E
spr1856,rpsE,y,y,E-E
SPD_1553,rpsE,n,y,N-E
SPD_1408,rpsE,n,y,N-E
SPD_1382,rpsE,y,y,E-E
tehB,rpsE,n,y,N-E
era,rpsE,n,y,N-E
SPD_1312,rpsE,n,y,N-E
rpsA,rpsE,n,y,N-E
cshB,rpsE,y,y,E-E
cshA,rpsE,n,y,N-E
rimM,rpsE,y,y,E-E
pgk,rpsE,y,y,E-E
efp,rpsE,y,y,E-E
tuf,rpsE,y,y,E-E
smpB,rpsE,n,y,N-E
ffh,rpsE,y,y,E-E
tsf,rpsE,y,y,E-E
rpmJ,rpsE,n,y,N-E
atpF,rpsE,y,y,E-E
infA,rpsE,y,y,E-E
rpsF,rpsE,y,y,E-E
rpmC,rpsE,n,y,N-E
rpsT,rpsE,y,y,E-E
rplJ,rpsE,y,y,E-E
rplU,rpsE,n,y,N-E
rpmD,rpsE,n,y,N-E
rplP,rpsE,y,y,E-E
rplW,rpsE,n,y,N-E
rpsI,rpsE,n,y,N-E
rpsP,rpsE,y,y,E-E
rplT,rpsE,y,y,E-E
rpmA,rpsE,y,y,E-E
rpsJ,rpsE,y,y,E-E
rpmB,rpsE,y,y,E-E
rpmI,rpsE,n,y,N-E
yfiA,rpsE,n,y,N-E
rplM,rpsE,y,y,E-E
rplS,rpsE,n,y,N-E
rpsO,rpsE,n,y,N-E
SPD_0481,rpsE,n,y,N-E
rplV,rpsE,n,y,N-E
rplX,rpsE,n,y,N-E
rpsC,rpsE,y,y,E-E
rplE,rpsE,y,y,E-E
rpsK,rpsE,y,y,E-E
rpsM,rpsE,y,y,E-E
rrmA,rplF,n,y,N-E
rnr,rplF,n,y,N-E
rimM,rplF,y,y,E-E
efp,rplF,y,y,E-E
tuf,rplF,y,y,E-E
tig,rplF,n,y,N-E
tsf,rplF,y,y,E-E
atpF,rplF,y,y,E-E
atpG,rplF,y,y,E-E
rpsU,rplF,n,y,N-E
rpsN,rplF,n,y,N-E
rplD,rplF,y,y,E-E
rpmC,rplF,n,y,N-E
rpsT,rplF,y,y,E-E
rplJ,rplF,y,y,E-E
rplU,rplF,n,y,N-E
rpsR,rplF,y,y,E-E
rpsL,rplF,y,y,E-E
rplC,rplF,n,y,N-E
rpmE,rplF,n,y,N-E
rplT,rplF,y,y,E-E
rpsJ,rplF,y,y,E-E
rpmB,rplF,y,y,E-E
rpmI,rplF,n,y,N-E
yfiA,rplF,n,y,N-E
rplM,rplF,y,y,E-E
rplS,rplF,n,y,N-E
rpsO,rplF,n,y,N-E
SPD_0481,rplF,n,y,N-E
rplB,rplF,y,y,E-E
rplV,rplF,n,y,N-E
rpsC,rplF,y,y,E-E
rpsH,rplF,y,y,E-E
rpsD,rplF,n,y,N-E
rpsK,rplF,y,y,E-E
nusG,secE,n,n,N-N
yajC-2,secE,n,n,N-N
ffh,secE,y,n,E-N
yidC,secE,n,n,N-N
SPD_1850,secE,y,n,E-N
yajC-1,secE,n,n,N-N
SPD_0186,secE,n,n,N-N
ftsY,secE,n,n,N-N
SPD_1136,secG,y,y,E-E
tehB,secG,n,y,N-E
smpB,secG,n,y,N-E
SPD_0868,secG,n,y,N-E
yajC-2,secG,n,y,N-E
ffh,secG,y,y,E-E
yidC,secG,n,y,N-E
SPD_1850,secG,y,y,E-E
SPD_0773,secG,n,y,N-E
rpoZ,secG,y,y,E-E
yajC-1,secG,n,y,N-E
SPD_1242,secG,n,y,N-E
SPD_0978,secG,n,y,N-E
ftsY,secG,n,y,N-E
secE,secG,n,y,N-E
rpmG-2,rplO,n,n,N-N
rpmG-1,rplO,n,n,N-N
SPD_0731,rplO,n,n,N-N
rnc,rplO,n,n,N-N
efp,rplO,y,n,E-N
tuf,rplO,y,n,E-N
nusG,rplO,n,n,N-N
yidC,rplO,n,n,N-N
rpmG,rplO,y,n,E-N
thrS,rplO,y,n,E-N
rpmJ,rplO,n,n,N-N
atpF,rplO,y,n,E-N
atpG,rplO,y,n,E-N
rpmF,rplO,y,n,E-N
rpsU,rplO,n,n,N-N
rplL,rplO,n,n,N-N
rplI,rplO,n,n,N-N
rpsS,rplO,y,n,E-N
rplD,rplO,y,n,E-N
rplN,rplO,y,n,E-N
rplQ,rplO,y,n,E-N
rplJ,rplO,y,n,E-N
rpsB,rplO,n,n,N-N
rpsR,rplO,y,n,E-N
rpmD,rplO,n,n,N-N
rplP,rplO,y,n,E-N
rplW,rplO,n,n,N-N
rpsL,rplO,y,n,E-N
rplC,rplO,n,n,N-N
rpmE,rplO,n,n,N-N
prfB,rplO,n,n,N-N
rpsI,rplO,n,n,N-N
rpsP,rplO,y,n,E-N
rplT,rplO,y,n,E-N
rpsJ,rplO,y,n,E-N
yfiA,rplO,n,n,N-N
rpsO,rplO,n,n,N-N
SPD_0481,rplO,n,n,N-N
rplB,rplO,y,n,E-N
rplV,rplO,n,n,N-N
rplX,rplO,n,n,N-N
rpsC,rplO,y,n,E-N
rpsH,rplO,y,n,E-N
rpsD,rplO,n,n,N-N
rpsM,rplO,y,n,E-N
rpsE,rplO,y,n,E-N
rplF,rplO,y,n,E-N
trmD,secY,y,n,E-N
yajC-2,secY,n,n,N-N
ffh,secY,y,n,E-N
yidC,secY,n,n,N-N
SPD_1850,secY,y,n,E-N
infA,secY,y,n,E-N
yajC-1,secY,n,n,N-N
rplB,secY,y,n,E-N
rplV,secY,n,n,N-N
rplX,secY,n,n,N-N
ftsY,secY,n,n,N-N
rpsC,secY,y,n,E-N
rpsH,secY,y,n,E-N
rplE,secY,y,n,E-N
rpsD,secY,n,n,N-N
rpsK,secY,y,n,E-N
rpsM,secY,y,n,E-N
rpsE,secY,y,n,E-N
rplF,secY,y,n,E-N
secE,secY,n,n,N-N
secG,secY,y,n,E-N
rplO,secY,n,n,N-N
SPD_2032,dacA,n,n,N-N
SPD_1391,dacA,n,n,N-N
rny,dacA,n,n,N-N
glmM,dacA,y,n,E-N
dacA,SPD_0076,n,n,N-N
SPD_0077,SPD_0076,n,n,N-N
SP_1324,ntpI,n,n,N-N
SP_1323,ntpI,n,n,N-N
ntpK,ntpI,n,n,N-N
ntpG,ntpI,n,n,N-N
ntpB,ntpI,n,n,N-N
ntpD,ntpI,n,n,N-N
ntpA,ntpI,n,n,N-N
ntpC,ntpI,n,n,N-N
ntpE,ntpI,n,n,N-N
SPD_0905,xylH,n,n,N-N
xylH,SPD_0072,n,n,N-N
lacT,lacD,n,n,N-N
lacA,lacD,n,n,N-N
lacG-2,lacD,n,n,N-N
lacG-1,lacD,n,n,N-N
gapN,lacD,n,n,N-N
lacF-2,lacD,n,n,N-N
lacE-2,lacD,n,n,N-N
lacE-1,lacD,n,n,N-N
SPD_0773,lacD,n,n,N-N
eda,lacD,n,n,N-N
SPD_1431,galE-1,n,y,N-E
galT-2,galE-1,n,y,N-E
SPD_1648,galE-1,n,y,N-E
cps2P,galE-1,n,y,N-E
cps2K,galE-1,n,y,N-E
SPD_0143,galE-1,n,y,N-E
galU,galE-1,n,y,N-E
lacA,lacB,n,n,N-N
lacG-2,lacB,n,n,N-N
lacG-1,lacB,n,n,N-N
lacF-2,lacB,n,n,N-N
lacE-2,lacB,n,n,N-N
SPD_0773,lacB,n,n,N-N
upp,lacB,n,n,N-N
lacD,lacB,n,n,N-N
SPD_1898,pgi,n,y,N-E
recP-1,pgi,n,y,N-E
6-phospho-beta-glucosidase,pgi,y,y,E-E
deoC,pgi,n,y,N-E
pgk,pgi,y,y,E-E
gpmA,pgi,y,y,E-E
SPD_1496,pgi,n,y,N-E
eno,pgi,y,y,E-E
fba,pgi,y,y,E-E
gapN,pgi,n,y,N-E
malP,pgi,n,y,N-E
zwf,pgi,n,y,N-E
gap,pgi,n,y,N-E
tpiA,pgi,y,y,E-E
SPD_0247,pgi,n,y,N-E
bglA-2,pgi,n,y,N-E
bglA-1,pgi,n,y,N-E
eda,pgi,n,y,N-E
SPD_1899,pgi,n,y,N-E
pyk,pgi,y,y,E-E
galU,pgi,n,y,N-E
SPD_1611,galT-1,n,n,N-N
SPD_1614,galT-1,n,n,N-N
galT-2,galT-1,n,n,N-N
SPD_1648,galT-1,n,n,N-N
cps2P,galT-1,n,n,N-N
cps2K,galT-1,n,n,N-N
SPD_0143,galT-1,n,n,N-N
galU,galT-1,n,n,N-N
galE-1,galT-1,y,n,E-N
SPD_1611,galE-2,n,y,N-E
SPD_1614,galE-2,n,y,N-E
galT-2,galE-2,n,y,N-E
SPD_1648,galE-2,n,y,N-E
cps2P,galE-2,n,y,N-E
cps2K,galE-2,n,y,N-E
SPD_0143,galE-2,n,y,N-E
galU,galE-2,n,y,N-E
galE-1,galE-2,y,y,E-E
galT-1,galE-2,n,y,N-E
recP-1,gki,n,n,N-N
6-phospho-beta-glucosidase,gki,y,n,E-N
treC,gki,n,n,N-N
deoC,gki,n,n,N-N
SPD_1496,gki,n,n,N-N
fba,gki,y,n,E-N
gapN,gki,n,n,N-N
SPD_1582,gki,y,n,E-N
zwf,gki,n,n,N-N
SPD_0247,gki,n,n,N-N
bglA-2,gki,n,n,N-N
bglA-1,gki,n,n,N-N
eda,gki,n,n,N-N
pgi,gki,y,n,E-N
galR,galK,n,n,N-N
galT-2,galK,n,n,N-N
SPD_1648,galK,n,n,N-N
galU,galK,n,n,N-N
galE-1,galK,y,n,E-N
galT-1,galK,n,n,N-N
galE-2,galK,y,n,E-N
queA,nagB,n,n,N-N
SPD_1275,nagB,n,n,N-N
nanE-1,nagB,n,n,N-N
nanE-2,nagB,n,n,N-N
SPD_1488,nagB,n,n,N-N
ptsI,nagB,n,n,N-N
nanE,nagB,n,n,N-N
SPD_1496,nagB,n,n,N-N
glmM,nagB,y,n,E-N
zwf,nagB,n,n,N-N
pgi,nagB,y,n,E-N
fucI,nagA,n,n,N-N
SPD_1275,nagA,n,n,N-N
nanE-1,nagA,n,n,N-N
nanE-2,nagA,n,n,N-N
SPD_1488,nagA,n,n,N-N
nanE,nagA,n,n,N-N
SPD_1496,nagA,n,n,N-N
glmM,nagA,y,n,E-N
SPD_0773,nagA,n,n,N-N
nagB,nagA,n,n,N-N
SPD_1829,SPD_0502,n,n,N-N
SPD_1487,SPD_0502,n,n,N-N
lacT,SPD_0502,n,n,N-N
SPD_1961,SPD_0502,n,n,N-N
licT,SPD_0502,n,n,N-N
ptsI,SPD_0502,n,n,N-N
SPD_1496,SPD_0502,n,n,N-N
SPD_0280,SPD_0502,n,n,N-N
SPD_1582,SPD_0502,y,n,E-N
scrB,SPD_0502,n,n,N-N
SPD_1830,SPD_0502,n,n,N-N
bglA-2,SPD_0502,n,n,N-N
SPD_0279,SPD_0502,n,n,N-N
SPD_1831,SPD_0502,n,n,N-N
SPD_0773,SPD_0502,n,n,N-N
SPD_0423,SPD_0502,n,n,N-N
glpK,SPD_0502,n,n,N-N
SPD_0290,SPD_0502,n,n,N-N
nagB,SPD_0502,n,n,N-N
nagA,SPD_0502,n,n,N-N
SPD_1487,SPD_1532,n,n,N-N
lacT,SPD_1532,n,n,N-N
SPD_1961,SPD_1532,n,n,N-N
licT,SPD_1532,n,n,N-N
ptsI,SPD_1532,n,n,N-N
SPD_1496,SPD_1532,n,n,N-N
SPD_0280,SPD_1532,n,n,N-N
SPD_1582,SPD_1532,y,n,E-N
scrB,SPD_1532,n,n,N-N
SPD_0773,SPD_1532,n,n,N-N
SPD_0423,SPD_1532,n,n,N-N
glpK,SPD_1532,n,n,N-N
SPD_0290,SPD_1532,n,n,N-N
nagB,SPD_1532,n,n,N-N
nagA,SPD_1532,n,n,N-N
SPD_0502,SPD_1532,n,n,N-N
SPD_0662,exp5,n,n,N-N
SPD_1487,exp5,n,n,N-N
SPD_1961,exp5,n,n,N-N
licT,exp5,n,n,N-N
ptsI,exp5,n,n,N-N
dexB,exp5,n,n,N-N
SPD_1496,exp5,n,n,N-N
SPD_0280,exp5,n,n,N-N
amy,exp5,n,n,N-N
malR,exp5,n,n,N-N
malQ,exp5,n,n,N-N
SPD_1582,exp5,y,n,E-N
scrB,exp5,n,n,N-N
SPD_0773,exp5,n,n,N-N
SPD_0423,exp5,n,n,N-N
glpK,exp5,n,n,N-N
SPD_0290,exp5,n,n,N-N
nagB,exp5,n,n,N-N
nagA,exp5,n,n,N-N
SPD_0502,exp5,n,n,N-N
SPD_1532,exp5,n,n,N-N
treR,SPD_1664,n,n,N-N
treC,SPD_1664,n,n,N-N
SPD_0559,SPD_1664,n,n,N-N
SPD_1487,SPD_1664,n,n,N-N
SPD_1961,SPD_1664,n,n,N-N
licT,SPD_1664,n,n,N-N
ptsI,SPD_1664,n,n,N-N
dexB,SPD_1664,n,n,N-N
SPD_1496,SPD_1664,n,n,N-N
SPD_0280,SPD_1664,n,n,N-N
SPD_1582,SPD_1664,y,n,E-N
scrB,SPD_1664,n,n,N-N
bglA-1,SPD_1664,n,n,N-N
SPD_0773,SPD_1664,n,n,N-N
SPD_0423,SPD_1664,n,n,N-N
glpK,SPD_1664,n,n,N-N
SPD_0290,SPD_1664,n,n,N-N
nagB,SPD_1664,n,n,N-N
nagA,SPD_1664,n,n,N-N
SPD_0502,SPD_1664,n,n,N-N
SPD_1532,SPD_1664,n,n,N-N
exp5,SPD_1664,n,n,N-N
lacA,lacC,n,n,N-N
lacG-2,lacC,n,n,N-N
lacF-2,lacC,n,n,N-N
lacE-2,lacC,n,n,N-N
SPD_0773,lacC,n,n,N-N
lacD,lacC,n,n,N-N
lacB,lacC,n,n,N-N
regR,SPD_0295,n,n,N-N
eda,SPD_0295,n,n,N-N
yajC-1,SPD_0295,n,n,N-N
SPD_0300,SPD_0295,n,n,N-N
Oxidoreductase,SPD_0295,n,n,N-N
SPD_0296,SPD_0295,n,n,N-N
SPD_0294,SPD_0295,n,n,N-N
fucU,SPD_1991,y,n,E-N
fucA,SPD_1991,n,n,N-N
fucI,scrK,n,n,N-N
mtlD,scrK,y,n,E-N
SPD_1582,scrK,y,n,E-N
scrB,scrK,n,n,N-N
SPD_0773,scrK,n,n,N-N
gtfA,scrK,n,n,N-N
pgi,scrK,y,n,E-N
nagB,scrK,n,n,N-N
SPD_1532,scrK,n,n,N-N
SPD_1959,ptsH,n,y,N-E
SPD_1960,ptsH,n,y,N-E
SPD_1847,ptsH,n,y,N-E
SPD_1845,ptsH,n,y,N-E
SPD_1846,ptsH,n,y,N-E
SP_1198,ptsH,y,y,E-E
ccpA,ptsH,n,y,N-E
hprK,ptsH,n,y,N-E
SPD_1057,ptsH,n,y,N-E
SPD_0561,ptsH,n,y,N-E
SPD_0560,ptsH,n,y,N-E
SPD_0559,ptsH,n,y,N-E
ptsI,ptsH,n,y,N-E
mtlA,ptsH,y,y,E-E
SPD_1496,ptsH,n,y,N-E
mtlA2,ptsH,n,y,N-E
lacF-2,ptsH,n,y,N-E
lacF-1,ptsH,n,y,N-E
lacE-2,ptsH,n,y,N-E
lacE-1,ptsH,n,y,N-E
SPD_0773,ptsH,n,y,N-E
SPD_0296,ptsH,n,y,N-E
SPD_0502,ptsH,n,y,N-E
SPD_1532,ptsH,n,y,N-E
exp5,ptsH,n,y,N-E
SPD_1664,ptsH,n,y,N-E
SPD_0295,ptsH,n,y,N-E
mtlD,manA,y,n,E-N
SPD_0773,manA,n,n,N-N
pgi,manA,y,n,E-N
gki,manA,n,n,N-N
nagB,manA,n,n,N-N
nagA,manA,n,n,N-N
SPD_0502,manA,n,n,N-N
SPD_1532,manA,n,n,N-N
exp5,manA,n,n,N-N
SPD_1664,manA,n,n,N-N
scrK,manA,n,n,N-N
SPD_0376,manL,n,n,N-N
SPD_0773,manL,n,n,N-N
SPD_0502,manL,n,n,N-N
SPD_1532,manL,n,n,N-N
exp5,manL,n,n,N-N
SPD_1664,manL,n,n,N-N
scrK,manL,n,n,N-N
ptsH,manL,y,n,E-N
manA,manL,n,n,N-N
fucU,SPD_1992,y,n,E-N
fucA,SPD_1992,n,n,N-N
SPD_1991,SPD_1992,n,n,N-N
scrK,SPD_1992,n,n,N-N
ptsH,SPD_1992,y,n,E-N
manA,SPD_1992,n,n,N-N
manL,SPD_1992,n,n,N-N
SPD_0376,manM,n,n,N-N
SPD_1991,manM,n,n,N-N
scrK,manM,n,n,N-N
ptsH,manM,y,n,E-N
manA,manM,n,n,N-N
manL,manM,n,n,N-N
SPD_1992,manM,n,n,N-N
eda,SPD_0293,n,n,N-N
yajC-1,SPD_0293,n,n,N-N
SPD_0300,SPD_0293,n,n,N-N
Oxidoreductase,SPD_0293,n,n,N-N
SPD_0296,SPD_0293,n,n,N-N
SPD_0294,SPD_0293,n,n,N-N
SPD_0295,SPD_0293,n,n,N-N
SPD_1991,SPD_0293,n,n,N-N
ptsH,SPD_0293,y,n,E-N
SPD_1992,SPD_0293,n,n,N-N
manM,SPD_0293,n,n,N-N
regR,SPD_0297,n,n,N-N
yajC-1,SPD_0297,n,n,N-N
SPD_0300,SPD_0297,n,n,N-N
SPD_0296,SPD_0297,n,n,N-N
SPD_0287,SPD_0297,n,n,N-N
SPD_0294,SPD_0297,n,n,N-N
SPD_0295,SPD_0297,n,n,N-N
SPD_1991,SPD_0297,n,n,N-N
ptsH,SPD_0297,y,n,E-N
manL,SPD_0297,n,n,N-N
manM,SPD_0297,n,n,N-N
SPD_0293,SPD_0297,n,n,N-N
SPD_0376,SPD_0262,n,n,N-N
SPD_1991,SPD_0262,n,n,N-N
scrK,SPD_0262,n,n,N-N
ptsH,SPD_0262,y,n,E-N
manA,SPD_0262,n,n,N-N
manL,SPD_0262,n,n,N-N
SPD_1992,SPD_0262,n,n,N-N
manM,SPD_0262,n,n,N-N
SPD_0293,SPD_0262,n,n,N-N
fucU,SPD_1990,y,n,E-N
fucA,SPD_1990,n,n,N-N
SPD_0295,SPD_1990,n,n,N-N
SPD_1991,SPD_1990,n,n,N-N
scrK,SPD_1990,n,n,N-N
ptsH,SPD_1990,y,n,E-N
manA,SPD_1990,n,n,N-N
manL,SPD_1990,n,n,N-N
SPD_1992,SPD_1990,n,n,N-N
manM,SPD_1990,n,n,N-N
SPD_0293,SPD_1990,n,n,N-N
SPD_0297,SPD_1990,n,n,N-N
SPD_0262,SPD_1990,n,n,N-N
fucU,SPD_1989,y,n,E-N
fucA,SPD_1989,n,n,N-N
SPD_0295,SPD_1989,n,n,N-N
SPD_1991,SPD_1989,n,n,N-N
scrK,SPD_1989,n,n,N-N
ptsH,SPD_1989,y,n,E-N
manA,SPD_1989,n,n,N-N
manL,SPD_1989,n,n,N-N
SPD_1992,SPD_1989,n,n,N-N
manM,SPD_1989,n,n,N-N
SPD_0293,SPD_1989,n,n,N-N
SPD_0262,SPD_1989,n,n,N-N
SPD_1990,SPD_1989,n,n,N-N
SPD_1991,SPD_0069,n,n,N-N
scrK,SPD_0069,n,n,N-N
ptsH,SPD_0069,y,n,E-N
manA,SPD_0069,n,n,N-N
manL,SPD_0069,n,n,N-N
SPD_1992,SPD_0069,n,n,N-N
manM,SPD_0069,n,n,N-N
SPD_0262,SPD_0069,n,n,N-N
SPD_1990,SPD_0069,n,n,N-N
SPD_1989,SPD_0069,n,n,N-N
SPD_0295,SPD_0068,n,n,N-N
SPD_1991,SPD_0068,n,n,N-N
scrK,SPD_0068,n,n,N-N
ptsH,SPD_0068,y,n,E-N
manA,SPD_0068,n,n,N-N
manL,SPD_0068,n,n,N-N
SPD_1992,SPD_0068,n,n,N-N
manM,SPD_0068,n,n,N-N
SPD_0293,SPD_0068,n,n,N-N
SPD_0262,SPD_0068,n,n,N-N
SPD_1990,SPD_0068,n,n,N-N
SPD_1989,SPD_0068,n,n,N-N
SPD_0069,SPD_0068,n,n,N-N
nagB,agaS,n,n,N-N
nagA,agaS,n,n,N-N
SPD_0502,agaS,n,n,N-N
SPD_1532,agaS,n,n,N-N
exp5,agaS,n,n,N-N
SPD_1664,agaS,n,n,N-N
lacC,agaS,n,n,N-N
SPD_0069,agaS,n,n,N-N
SPD_0068,agaS,n,n,N-N
SPD_1992,SPD_0066,n,n,N-N
manM,SPD_0066,n,n,N-N
SPD_0293,SPD_0066,n,n,N-N
SPD_0297,SPD_0066,n,n,N-N
SPD_0262,SPD_0066,n,n,N-N
SPD_1990,SPD_0066,n,n,N-N
SPD_1989,SPD_0066,n,n,N-N
SPD_0069,SPD_0066,n,n,N-N
SPD_0068,SPD_0066,n,n,N-N
agaS,SPD_0066,n,n,N-N
SPD_1582,aga,y,n,E-N
scrB,aga,n,n,N-N
rafF,aga,n,n,N-N
gtfA,aga,n,n,N-N
rafG,aga,n,n,N-N
rafE,aga,n,n,N-N
msmR,aga,n,n,N-N
SPD_0802,aga,n,n,N-N
lacD,galM,n,n,N-N
galE-1,galM,y,n,E-N
lacB,galM,n,n,N-N
pgi,galM,y,n,E-N
galT-1,galM,n,n,N-N
galE-2,galM,y,n,E-N
gki,galM,n,n,N-N
galK,galM,n,n,N-N
lacC,galM,n,n,N-N
agaS,galM,n,n,N-N
aga,galM,n,n,N-N
Endonuclease,SPD_0880,n,n,N-N
glpO,SPD_0880,n,n,N-N
SPD_1417,SPD_1416,y,y,E-E
murM/fibA,SPD_1416,n,y,N-E
SPD_0880,SPD_1416,n,y,N-E
scrK,SPD_0067,n,n,N-N
ptsH,SPD_0067,y,n,E-N
manA,SPD_0067,n,n,N-N
manL,SPD_0067,n,n,N-N
SPD_1992,SPD_0067,n,n,N-N
manM,SPD_0067,n,n,N-N
SPD_0262,SPD_0067,n,n,N-N
SPD_1990,SPD_0067,n,n,N-N
SPD_1989,SPD_0067,n,n,N-N
SPD_0069,SPD_0067,n,n,N-N
SPD_0068,SPD_0067,n,n,N-N
agaS,SPD_0067,n,n,N-N
SPD_0066,SPD_0067,n,n,N-N
SPD_0880,SPD_0064,n,n,N-N
SPD_1416,SPD_0064,y,n,E-N
SPD_0067,SPD_0064,n,n,N-N
SPD_1446,SPD_0158,n,n,N-N
SPD_0575,SPD_0158,n,n,N-N
SPD_0157,SPD_0158,n,n,N-N
SPD_1971,SPD_0158,n,n,N-N
SPD_0090,SPD_0158,n,n,N-N
SPD_0089,SPD_0158,n,n,N-N
SPD_0088,SPD_0158,y,n,E-N
SPD_1729,nanB,n,n,N-N
SPD_1503,nanB,y,n,E-N
SPD_1502,nanB,n,n,N-N
SPD_1498,nanB,n,n,N-N
SPD_1501,nanB,n,n,N-N
SPD_1500,nanB,n,n,N-N
lytA,nanB,n,n,N-N
ply,nanB,n,n,N-N
aga,nanB,n,n,N-N
SPD_0069,bgaC,n,n,N-N
SPD_0068,bgaC,n,n,N-N
agaS,bgaC,n,n,N-N
SPD_0066,bgaC,n,n,N-N
aga,bgaC,n,n,N-N
galM,bgaC,n,n,N-N
SPD_0067,bgaC,n,n,N-N
nanB,bgaC,n,n,N-N
SPD_1988,SPD_1974,n,n,N-N
SPD_1467,SPD_1974,n,n,N-N
Alpha-1_2-mannosidase,SPD_1974,n,n,N-N
Endo-beta-N-acetylglucosaminidase,SPD_0156,n,n,N-N
Alpha-1_2-mannosidase,SPD_0156,n,n,N-N
SPD_0157,SPD_0156,n,n,N-N
SPD_1971,SPD_0156,n,n,N-N
SPD_0090,SPD_0156,n,n,N-N
SPD_0089,SPD_0156,n,n,N-N
SPD_0088,SPD_0156,y,n,E-N
SPD_0158,SPD_0156,n,n,N-N
SPD_1970,SPD_1969,y,n,E-N
Endo-beta-N-acetylglucosaminidase,SPD_1969,n,n,N-N
Alpha-1_2-mannosidase,SPD_1969,n,n,N-N
SPD_0157,SPD_1969,n,n,N-N
SPD_1972,SPD_1969,n,n,N-N
SPD_1971,SPD_1969,n,n,N-N
SPD_0090,SPD_1969,n,n,N-N
SPD_0089,SPD_1969,n,n,N-N
SPD_0088,SPD_1969,y,n,E-N
SPD_0158,SPD_1969,n,n,N-N
SPD_1974,SPD_1969,n,n,N-N
SPD_0156,SPD_1969,n,n,N-N
cbpA,nanA,n,n,N-N
lytA,nanA,n,n,N-N
SPD_0335,nanA,y,n,E-N
ply,nanA,n,n,N-N
pspA,nanA,n,n,N-N
aga,nanA,n,n,N-N
nanB,nanA,n,n,N-N
bgaC,nanA,n,n,N-N
lacF-2,bgaA,n,n,N-N
lacF-1,bgaA,n,n,N-N
lacE-2,bgaA,n,n,N-N
lacE-1,bgaA,n,n,N-N
